,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
1196,2009,Aguascalientes,No recibe ingresos,59738,57047,2691,1018094,724369,293725,0,0,0
1197,2009,Baja California,1 salario m¡nimo,5156,4827,329,3044723,2004471,1040252,0,0,0
1198,2009,Baja California,Menos de 1 s.m.,336117,259595,76522,3044723,2004471,1040252,0,0,0
1199,2009,Baja California,M s de 1 hasta 2 s.m.,29911,25242,4669,3044723,2004471,1040252,0,0,0
1200,2009,Baja California,M s de 10 s.m.,956993,500348,456645,3044723,2004471,1040252,0,0,0
1201,2009,Baja California,M s de 2 hasta 3 s.m.,371509,361391,10118,3044723,2004471,1040252,0,0,0
1202,2009,Baja California,M s de 3 hasta 5 s.m.,1004356,583760,420596,3044723,2004471,1040252,0,0,0
1203,2009,Baja California,M s de 5 hasta 10 s.m.,119225,86288,32937,3044723,2004471,1040252,0,0,0
1204,2009,Baja California,No especificado,40666,24036,16630,3044723,2004471,1040252,0,0,0
1205,2009,Baja California,No recibe ingresos,180790,158984,21806,3044723,2004471,1040252,0,0,0
1206,2009,Baja California Sur,1 salario m¡nimo,8765,8446,319,562003,410245,151758,0,0,0
1207,2009,Baja California Sur,Menos de 1 s.m.,97687,82855,14832,562003,410245,151758,0,0,0
1208,2009,Baja California Sur,M s de 1 hasta 2 s.m.,11069,8525,2544,562003,410245,151758,0,0,0
1209,2009,Baja California Sur,M s de 10 s.m.,184299,91558,92741,562003,410245,151758,0,0,0
1210,2009,Baja California Sur,M s de 2 hasta 3 s.m.,118109,113011,5098,562003,410245,151758,0,0,0
1211,2009,Baja California Sur,M s de 3 hasta 5 s.m.,65480,41827,23653,562003,410245,151758,0,0,0
1212,2009,Baja California Sur,M s de 5 hasta 10 s.m.,25937,20743,5194,562003,410245,151758,0,0,0
1213,2009,Baja California Sur,No especificado,6045,3283,2762,562003,410245,151758,0,0,0
1214,2009,Baja California Sur,No recibe ingresos,44612,39997,4615,562003,410245,151758,0,0,0
1215,2009,Campeche,1 salario m¡nimo,35587,28697,6890,853605,629753,223852,0,0,0
1216,2009,Campeche,Menos de 1 s.m.,282433,259658,22775,853605,629753,223852,0,0,0
1217,2009,Campeche,M s de 1 hasta 2 s.m.,3770,3266,504,853605,629753,223852,0,0,0
1218,2009,Campeche,M s de 10 s.m.,205494,86489,119005,853605,629753,223852,0,0,0
1219,2009,Campeche,M s de 2 hasta 3 s.m.,117606,113253,4353,853605,629753,223852,0,0,0
1220,2009,Campeche,M s de 3 hasta 5 s.m.,123348,62641,60707,853605,629753,223852,0,0,0
1221,2009,Campeche,M s de 5 hasta 10 s.m.,17632,13246,4386,853605,629753,223852,0,0,0
1222,2009,Campeche,No especificado,8474,6051,2423,853605,629753,223852,0,0,0
1223,2009,Campeche,No recibe ingresos,59261,56452,2809,853605,629753,223852,0,0,0
1224,2009,Chiapas,1 salario m¡nimo,3368,3368,0,5118074,4004972,1113102,0,0,0
1225,2009,Chiapas,Menos de 1 s.m.,2640555,2510529,130026,5118074,4004972,1113102,0,0,0
1226,2009,Chiapas,M s de 1 hasta 2 s.m.,32918,26219,6699,5118074,4004972,1113102,0,0,0
1227,2009,Chiapas,M s de 10 s.m.,1032910,332416,700494,5118074,4004972,1113102,0,0,0
1228,2009,Chiapas,M s de 2 hasta 3 s.m.,474031,465579,8452,5118074,4004972,1113102,0,0,0
1229,2009,Chiapas,M s de 3 hasta 5 s.m.,541775,317220,224555,5118074,4004972,1113102,0,0,0
1230,2009,Chiapas,M s de 5 hasta 10 s.m.,158052,127826,30226,5118074,4004972,1113102,0,0,0
1231,2009,Chiapas,No especificado,11825,7800,4025,5118074,4004972,1113102,0,0,0
1232,2009,Chiapas,No recibe ingresos,222640,214015,8625,5118074,4004972,1113102,0,0,0
1233,2009,Chihuahua,1 salario m¡nimo,12907,12005,902,3250459,2398067,852392,0,0,0
1234,2009,Chihuahua,Menos de 1 s.m.,575537,548979,26558,3250459,2398067,852392,0,0,0
1235,2009,Chihuahua,M s de 1 hasta 2 s.m.,23122,21326,1796,3250459,2398067,852392,0,0,0
1236,2009,Chihuahua,M s de 10 s.m.,883946,514471,369475,3250459,2398067,852392,0,0,0
1237,2009,Chihuahua,M s de 2 hasta 3 s.m.,439102,425719,13383,3250459,2398067,852392,0,0,0
1238,2009,Chihuahua,M s de 3 hasta 5 s.m.,1024663,647490,377173,3250459,2398067,852392,0,0,0
1239,2009,Chihuahua,M s de 5 hasta 10 s.m.,94511,64342,30169,3250459,2398067,852392,0,0,0
1240,2009,Chihuahua,No especificado,54337,40564,13773,3250459,2398067,852392,0,0,0
1241,2009,Chihuahua,No recibe ingresos,142334,123171,19163,3250459,2398067,852392,0,0,0
1242,2009,Ciudad de Mxico,1 salario m¡nimo,9993,7246,2747,7400137,4877861,2522276,0,0,0
1243,2009,Ciudad de Mxico,Menos de 1 s.m.,53104,46602,6502,7400137,4877861,2522276,0,0,0
1244,2009,Ciudad de Mxico,M s de 1 hasta 2 s.m.,102006,79673,22333,7400137,4877861,2522276,0,0,0
1245,2009,Ciudad de Mxico,M s de 10 s.m.,2838228,1411128,1427100,7400137,4877861,2522276,0,0,0
1246,2009,Ciudad de Mxico,M s de 2 hasta 3 s.m.,789913,735406,54507,7400137,4877861,2522276,0,0,0
1247,2009,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1850135,1187711,662424,7400137,4877861,2522276,0,0,0
1248,2009,Ciudad de Mxico,M s de 5 hasta 10 s.m.,458558,328895,129663,7400137,4877861,2522276,0,0,0
1249,2009,Ciudad de Mxico,No especificado,324638,206636,118002,7400137,4877861,2522276,0,0,0
1250,2009,Ciudad de Mxico,No recibe ingresos,973562,874564,98998,7400137,4877861,2522276,0,0,0
1251,2009,Coahuila,1 salario m¡nimo,57091,54327,2764,2649218,1903643,745575,0,0,0
1252,2009,Coahuila,Menos de 1 s.m.,244282,232851,11431,2649218,1903643,745575,0,0,0
1253,2009,Coahuila,M s de 1 hasta 2 s.m.,19004,14522,4482,2649218,1903643,745575,0,0,0
1254,2009,Coahuila,M s de 10 s.m.,780684,361385,419299,2649218,1903643,745575,0,0,0
1255,2009,Coahuila,M s de 2 hasta 3 s.m.,333592,318311,15281,2649218,1903643,745575,0,0,0
1256,2009,Coahuila,M s de 3 hasta 5 s.m.,867910,631863,236047,2649218,1903643,745575,0,0,0
1257,2009,Coahuila,M s de 5 hasta 10 s.m.,144462,111949,32513,2649218,1903643,745575,0,0,0
1258,2009,Coahuila,No especificado,44943,30365,14578,2649218,1903643,745575,0,0,0
1259,2009,Coahuila,No recibe ingresos,157250,148070,9180,2649218,1903643,745575,0,0,0
1260,2009,Colima,1 salario m¡nimo,7062,6944,118,675468,461958,213510,0,0,0
1261,2009,Colima,Menos de 1 s.m.,154466,132669,21797,675468,461958,213510,0,0,0
1262,2009,Colima,M s de 1 hasta 2 s.m.,8570,6969,1601,675468,461958,213510,0,0,0
1263,2009,Colima,M s de 10 s.m.,190802,69926,120876,675468,461958,213510,0,0,0
1264,2009,Colima,M s de 2 hasta 3 s.m.,100517,96201,4316,675468,461958,213510,0,0,0
1265,2009,Colima,M s de 3 hasta 5 s.m.,108692,67051,41641,675468,461958,213510,0,0,0
1266,2009,Colima,M s de 5 hasta 10 s.m.,23071,16633,6438,675468,461958,213510,0,0,0
1267,2009,Colima,No especificado,12646,7766,4880,675468,461958,213510,0,0,0
1268,2009,Colima,No recibe ingresos,69642,57799,11843,675468,461958,213510,0,0,0
1269,2009,Durango,1 salario m¡nimo,53505,49053,4452,1550870,1165305,385565,0,0,0
1270,2009,Durango,Menos de 1 s.m.,427111,413257,13854,1550870,1165305,385565,0,0,0
1271,2009,Durango,M s de 1 hasta 2 s.m.,13759,11603,2156,1550870,1165305,385565,0,0,0
1272,2009,Durango,M s de 10 s.m.,394454,149198,245256,1550870,1165305,385565,0,0,0
1273,2009,Durango,M s de 2 hasta 3 s.m.,175202,171256,3946,1550870,1165305,385565,0,0,0
1274,2009,Durango,M s de 3 hasta 5 s.m.,308590,215512,93078,1550870,1165305,385565,0,0,0
1275,2009,Durango,M s de 5 hasta 10 s.m.,47908,37727,10181,1550870,1165305,385565,0,0,0
1276,2009,Durango,No especificado,16660,8687,7973,1550870,1165305,385565,0,0,0
1277,2009,Durango,No recibe ingresos,113681,109012,4669,1550870,1165305,385565,0,0,0
1278,2009,Estado de Mxico,1 salario m¡nimo,31195,30863,332,15132200,10884953,4247247,0,0,0
1279,2009,Estado de Mxico,Menos de 1 s.m.,1276226,1129148,147078,15132200,10884953,4247247,0,0,0
1280,2009,Estado de Mxico,M s de 1 hasta 2 s.m.,131099,114723,16376,15132200,10884953,4247247,0,0,0
1281,2009,Estado de Mxico,M s de 10 s.m.,4583448,2302868,2280580,15132200,10884953,4247247,0,0,0
1282,2009,Estado de Mxico,M s de 2 hasta 3 s.m.,2197915,2131808,66107,15132200,10884953,4247247,0,0,0
1283,2009,Estado de Mxico,M s de 3 hasta 5 s.m.,4198117,2781403,1416714,15132200,10884953,4247247,0,0,0
1284,2009,Estado de Mxico,M s de 5 hasta 10 s.m.,657979,501298,156681,15132200,10884953,4247247,0,0,0
1285,2009,Estado de Mxico,No especificado,255541,163986,91555,15132200,10884953,4247247,0,0,0
1286,2009,Estado de Mxico,No recibe ingresos,1800680,1728856,71824,15132200,10884953,4247247,0,0,0
1287,2009,Guanajuato,1 salario m¡nimo,14440,11962,2478,5644796,3785817,1858979,0,0,0
1288,2009,Guanajuato,Menos de 1 s.m.,992905,860233,132672,5644796,3785817,1858979,0,0,0
1289,2009,Guanajuato,M s de 1 hasta 2 s.m.,33677,31500,2177,5644796,3785817,1858979,0,0,0
1290,2009,Guanajuato,M s de 10 s.m.,1556701,663649,893052,5644796,3785817,1858979,0,0,0
1291,2009,Guanajuato,M s de 2 hasta 3 s.m.,603280,591551,11729,5644796,3785817,1858979,0,0,0
1292,2009,Guanajuato,M s de 3 hasta 5 s.m.,1958263,1238192,720071,5644796,3785817,1858979,0,0,0
1293,2009,Guanajuato,M s de 5 hasta 10 s.m.,229531,167523,62008,5644796,3785817,1858979,0,0,0
1294,2009,Guanajuato,No especificado,41284,28070,13214,5644796,3785817,1858979,0,0,0
1295,2009,Guanajuato,No recibe ingresos,214715,193137,21578,5644796,3785817,1858979,0,0,0
1296,2009,Guerrero,1 salario m¡nimo,10226,9946,280,3794830,2561695,1233135,0,0,0
1297,2009,Guerrero,Menos de 1 s.m.,1625031,1342761,282270,3794830,2561695,1233135,0,0,0
1298,2009,Guerrero,M s de 1 hasta 2 s.m.,26190,21909,4281,3794830,2561695,1233135,0,0,0
1299,2009,Guerrero,M s de 10 s.m.,889771,302161,587610,3794830,2561695,1233135,0,0,0
1300,2009,Guerrero,M s de 2 hasta 3 s.m.,359189,350541,8648,3794830,2561695,1233135,0,0,0
1301,2009,Guerrero,M s de 3 hasta 5 s.m.,553681,235081,318600,3794830,2561695,1233135,0,0,0
1302,2009,Guerrero,M s de 5 hasta 10 s.m.,107887,92530,15357,3794830,2561695,1233135,0,0,0
1303,2009,Guerrero,No especificado,26724,14060,12664,3794830,2561695,1233135,0,0,0
1304,2009,Guerrero,No recibe ingresos,196131,192706,3425,3794830,2561695,1233135,0,0,0
1305,2009,Hidalgo,1 salario m¡nimo,13134,11569,1565,2799469,2030073,769396,0,0,0
1306,2009,Hidalgo,Menos de 1 s.m.,991280,864799,126481,2799469,2030073,769396,0,0,0
1307,2009,Hidalgo,M s de 1 hasta 2 s.m.,25732,18647,7085,2799469,2030073,769396,0,0,0
1308,2009,Hidalgo,M s de 10 s.m.,610123,270671,339452,2799469,2030073,769396,0,0,0
1309,2009,Hidalgo,M s de 2 hasta 3 s.m.,319744,314150,5594,2799469,2030073,769396,0,0,0
1310,2009,Hidalgo,M s de 3 hasta 5 s.m.,587252,327929,259323,2799469,2030073,769396,0,0,0
1311,2009,Hidalgo,M s de 5 hasta 10 s.m.,80847,68218,12629,2799469,2030073,769396,0,0,0
1312,2009,Hidalgo,No especificado,20840,13354,7486,2799469,2030073,769396,0,0,0
1313,2009,Hidalgo,No recibe ingresos,150517,140736,9781,2799469,2030073,769396,0,0,0
1314,2009,Jalisco,1 salario m¡nimo,18468,17735,733,7736830,5300847,2435983,0,0,0
1315,2009,Jalisco,Menos de 1 s.m.,1156582,1040855,115727,7736830,5300847,2435983,0,0,0
1316,2009,Jalisco,M s de 1 hasta 2 s.m.,56357,39330,17027,7736830,5300847,2435983,0,0,0
1317,2009,Jalisco,M s de 10 s.m.,2350579,1043311,1307268,7736830,5300847,2435983,0,0,0
1318,2009,Jalisco,M s de 2 hasta 3 s.m.,962894,936578,26316,7736830,5300847,2435983,0,0,0
1319,2009,Jalisco,M s de 3 hasta 5 s.m.,2286308,1494612,791696,7736830,5300847,2435983,0,0,0
1320,2009,Jalisco,M s de 5 hasta 10 s.m.,409196,308965,100231,7736830,5300847,2435983,0,0,0
1321,2009,Jalisco,No especificado,92378,58880,33498,7736830,5300847,2435983,0,0,0
1322,2009,Jalisco,No recibe ingresos,404068,360581,43487,7736830,5300847,2435983,0,0,0
1323,2009,Michoac n,1 salario m¡nimo,8827,7078,1749,4661697,3284112,1377585,0,0,0
1324,2009,Michoac n,Menos de 1 s.m.,1376950,1240799,136151,4661697,3284112,1377585,0,0,0
1325,2009,Michoac n,M s de 1 hasta 2 s.m.,18367,14729,3638,4661697,3284112,1377585,0,0,0
1326,2009,Michoac n,M s de 10 s.m.,1445418,569882,875536,4661697,3284112,1377585,0,0,0
1327,2009,Michoac n,M s de 2 hasta 3 s.m.,553122,542381,10741,4661697,3284112,1377585,0,0,0
1328,2009,Michoac n,M s de 3 hasta 5 s.m.,880870,579159,301711,4661697,3284112,1377585,0,0,0
1329,2009,Michoac n,M s de 5 hasta 10 s.m.,141783,122073,19710,4661697,3284112,1377585,0,0,0
1330,2009,Michoac n,No especificado,28642,15383,13259,4661697,3284112,1377585,0,0,0
1331,2009,Michoac n,No recibe ingresos,207718,192628,15090,4661697,3284112,1377585,0,0,0
1332,2009,Morelos,1 salario m¡nimo,10172,10172,0,1784854,1230400,554454,0,0,0
1333,2009,Morelos,Menos de 1 s.m.,390401,354300,36101,1784854,1230400,554454,0,0,0
1334,2009,Morelos,M s de 1 hasta 2 s.m.,7453,6423,1030,1784854,1230400,554454,0,0,0
1335,2009,Morelos,M s de 10 s.m.,585653,226959,358694,1784854,1230400,554454,0,0,0
1336,2009,Morelos,M s de 2 hasta 3 s.m.,277686,272139,5547,1784854,1230400,554454,0,0,0
1337,2009,Morelos,M s de 3 hasta 5 s.m.,329566,203302,126264,1784854,1230400,554454,0,0,0
1338,2009,Morelos,M s de 5 hasta 10 s.m.,53269,41087,12182,1784854,1230400,554454,0,0,0
1339,2009,Morelos,No especificado,21390,14812,6578,1784854,1230400,554454,0,0,0
1340,2009,Morelos,No recibe ingresos,109264,101206,8058,1784854,1230400,554454,0,0,0
1341,2009,Nacional,1 salario m¡nimo,829450,737805,91645,113762691,80350818,33411873,0,0,0
1342,2009,Nacional,Menos de 1 s.m.,24869173,22196276,2672897,113762691,80350818,33411873,0,0,0
1343,2009,Nacional,M s de 1 hasta 2 s.m.,885133,714993,170140,113762691,80350818,33411873,0,0,0
1344,2009,Nacional,M s de 10 s.m.,31633550,14158780,17474770,113762691,80350818,33411873,0,0,0
1345,2009,Nacional,M s de 2 hasta 3 s.m.,14381669,13933311,448358,113762691,80350818,33411873,0,0,0
1346,2009,Nacional,M s de 3 hasta 5 s.m.,27339202,17004105,10335097,113762691,80350818,33411873,0,0,0
1347,2009,Nacional,M s de 5 hasta 10 s.m.,4490253,3390590,1099663,113762691,80350818,33411873,0,0,0
1348,2009,Nacional,No especificado,1509899,958345,551554,113762691,80350818,33411873,0,0,0
1349,2009,Nacional,No recibe ingresos,7824362,7256613,567749,113762691,80350818,33411873,0,0,0
1350,2009,Nayarit,1 salario m¡nimo,2516,2516,0,1142227,801937,340290,0,0,0
1351,2009,Nayarit,Menos de 1 s.m.,365668,339031,26637,1142227,801937,340290,0,0,0
1352,2009,Nayarit,M s de 1 hasta 2 s.m.,9702,7763,1939,1142227,801937,340290,0,0,0
1353,2009,Nayarit,M s de 10 s.m.,345000,118775,226225,1142227,801937,340290,0,0,0
1354,2009,Nayarit,M s de 2 hasta 3 s.m.,144349,140225,4124,1142227,801937,340290,0,0,0
1355,2009,Nayarit,M s de 3 hasta 5 s.m.,168236,103792,64444,1142227,801937,340290,0,0,0
1356,2009,Nayarit,M s de 5 hasta 10 s.m.,36313,27842,8471,1142227,801937,340290,0,0,0
1357,2009,Nayarit,No especificado,8984,5776,3208,1142227,801937,340290,0,0,0
1358,2009,Nayarit,No recibe ingresos,61459,56217,5242,1142227,801937,340290,0,0,0
1359,2009,Nuevo Le¢n,1 salario m¡nimo,9060,7504,1556,4706957,3372417,1334540,0,0,0
1360,2009,Nuevo Le¢n,Menos de 1 s.m.,152973,145241,7732,4706957,3372417,1334540,0,0,0
1361,2009,Nuevo Le¢n,M s de 1 hasta 2 s.m.,43735,36431,7304,4706957,3372417,1334540,0,0,0
1362,2009,Nuevo Le¢n,M s de 10 s.m.,1259653,598387,661266,4706957,3372417,1334540,0,0,0
1363,2009,Nuevo Le¢n,M s de 2 hasta 3 s.m.,721004,684679,36325,4706957,3372417,1334540,0,0,0
1364,2009,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1625783,1172892,452891,4706957,3372417,1334540,0,0,0
1365,2009,Nuevo Le¢n,M s de 5 hasta 10 s.m.,344466,243903,100563,4706957,3372417,1334540,0,0,0
1366,2009,Nuevo Le¢n,No especificado,98950,60257,38693,4706957,3372417,1334540,0,0,0
1367,2009,Nuevo Le¢n,No recibe ingresos,451333,423123,28210,4706957,3372417,1334540,0,0,0
1368,2009,Oaxaca,1 salario m¡nimo,6596,5770,826,4511842,3041531,1470311,0,0,0
1369,2009,Oaxaca,Menos de 1 s.m.,2066880,1766334,300546,4511842,3041531,1470311,0,0,0
1370,2009,Oaxaca,M s de 1 hasta 2 s.m.,11211,9216,1995,4511842,3041531,1470311,0,0,0
1371,2009,Oaxaca,M s de 10 s.m.,916152,305106,611046,4511842,3041531,1470311,0,0,0
1372,2009,Oaxaca,M s de 2 hasta 3 s.m.,465279,458072,7207,4511842,3041531,1470311,0,0,0
1373,2009,Oaxaca,M s de 3 hasta 5 s.m.,770883,259966,510917,4511842,3041531,1470311,0,0,0
1374,2009,Oaxaca,M s de 5 hasta 10 s.m.,67604,48091,19513,4511842,3041531,1470311,0,0,0
1375,2009,Oaxaca,No especificado,17166,11965,5201,4511842,3041531,1470311,0,0,0
1376,2009,Oaxaca,No recibe ingresos,190071,177011,13060,4511842,3041531,1470311,0,0,0
1377,2009,Puebla,1 salario m¡nimo,29467,28680,787,6547605,4454732,2092873,0,0,0
1378,2009,Puebla,Menos de 1 s.m.,2170482,1722613,447869,6547605,4454732,2092873,0,0,0
1379,2009,Puebla,M s de 1 hasta 2 s.m.,29219,24025,5194,6547605,4454732,2092873,0,0,0
1380,2009,Puebla,M s de 10 s.m.,1468593,658061,810532,6547605,4454732,2092873,0,0,0
1381,2009,Puebla,M s de 2 hasta 3 s.m.,660519,646937,13582,6547605,4454732,2092873,0,0,0
1382,2009,Puebla,M s de 3 hasta 5 s.m.,1653604,932328,721276,6547605,4454732,2092873,0,0,0
1383,2009,Puebla,M s de 5 hasta 10 s.m.,200603,138696,61907,6547605,4454732,2092873,0,0,0
1384,2009,Puebla,No especificado,43696,27324,16372,6547605,4454732,2092873,0,0,0
1385,2009,Puebla,No recibe ingresos,291422,276068,15354,6547605,4454732,2092873,0,0,0
1386,2009,Queretaro,1 salario m¡nimo,3472,3472,0,1686696,1175031,511665,0,0,0
1387,2009,Queretaro,Menos de 1 s.m.,223873,191463,32410,1686696,1175031,511665,0,0,0
1388,2009,Queretaro,M s de 1 hasta 2 s.m.,13423,12061,1362,1686696,1175031,511665,0,0,0
1389,2009,Queretaro,M s de 10 s.m.,433798,185893,247905,1686696,1175031,511665,0,0,0
1390,2009,Queretaro,M s de 2 hasta 3 s.m.,270917,261897,9020,1686696,1175031,511665,0,0,0
1391,2009,Queretaro,M s de 3 hasta 5 s.m.,543869,353688,190181,1686696,1175031,511665,0,0,0
1392,2009,Queretaro,M s de 5 hasta 10 s.m.,74297,57816,16481,1686696,1175031,511665,0,0,0
1393,2009,Queretaro,No especificado,21204,14757,6447,1686696,1175031,511665,0,0,0
1394,2009,Queretaro,No recibe ingresos,101843,93984,7859,1686696,1175031,511665,0,0,0
1395,2009,Quintana Roo,1 salario m¡nimo,1302,1193,109,1142342,791914,350428,0,0,0
1396,2009,Quintana Roo,Menos de 1 s.m.,129722,119282,10440,1142342,791914,350428,0,0,0
1397,2009,Quintana Roo,M s de 1 hasta 2 s.m.,10310,7347,2963,1142342,791914,350428,0,0,0
1398,2009,Quintana Roo,M s de 10 s.m.,420086,184690,235396,1142342,791914,350428,0,0,0
1399,2009,Quintana Roo,M s de 2 hasta 3 s.m.,232546,222125,10421,1142342,791914,350428,0,0,0
1400,2009,Quintana Roo,M s de 3 hasta 5 s.m.,146145,89576,56569,1142342,791914,350428,0,0,0
1401,2009,Quintana Roo,M s de 5 hasta 10 s.m.,46158,28915,17243,1142342,791914,350428,0,0,0
1402,2009,Quintana Roo,No especificado,25414,15643,9771,1142342,791914,350428,0,0,0
1403,2009,Quintana Roo,No recibe ingresos,130659,123143,7516,1142342,791914,350428,0,0,0
1404,2009,San Luis Potos¡,1 salario m¡nimo,37250,36865,385,2629188,1908145,721043,0,0,0
1405,2009,San Luis Potos¡,Menos de 1 s.m.,764446,696939,67507,2629188,1908145,721043,0,0,0
1406,2009,San Luis Potos¡,M s de 1 hasta 2 s.m.,19937,12706,7231,2629188,1908145,721043,0,0,0
1407,2009,San Luis Potos¡,M s de 10 s.m.,643541,270132,373409,2629188,1908145,721043,0,0,0
1408,2009,San Luis Potos¡,M s de 2 hasta 3 s.m.,294674,284777,9897,2629188,1908145,721043,0,0,0
1409,2009,San Luis Potos¡,M s de 3 hasta 5 s.m.,602675,384550,218125,2629188,1908145,721043,0,0,0
1410,2009,San Luis Potos¡,M s de 5 hasta 10 s.m.,108684,81298,27386,2629188,1908145,721043,0,0,0
1411,2009,San Luis Potos¡,No especificado,18909,9971,8938,2629188,1908145,721043,0,0,0
1412,2009,San Luis Potos¡,No recibe ingresos,139072,130907,8165,2629188,1908145,721043,0,0,0
1413,2009,Sinaloa,1 salario m¡nimo,15466,14252,1214,3039469,2145154,894315,0,0,0
1414,2009,Sinaloa,Menos de 1 s.m.,881378,785633,95745,3039469,2145154,894315,0,0,0
1415,2009,Sinaloa,M s de 1 hasta 2 s.m.,25477,21915,3562,3039469,2145154,894315,0,0,0
1416,2009,Sinaloa,M s de 10 s.m.,902725,385407,517318,3039469,2145154,894315,0,0,0
1417,2009,Sinaloa,M s de 2 hasta 3 s.m.,397062,381909,15153,3039469,2145154,894315,0,0,0
1418,2009,Sinaloa,M s de 3 hasta 5 s.m.,502548,304453,198095,3039469,2145154,894315,0,0,0
1419,2009,Sinaloa,M s de 5 hasta 10 s.m.,133274,100933,32341,3039469,2145154,894315,0,0,0
1420,2009,Sinaloa,No especificado,42122,26473,15649,3039469,2145154,894315,0,0,0
1421,2009,Sinaloa,No recibe ingresos,139417,124179,15238,3039469,2145154,894315,0,0,0
1422,2009,Sonora,1 salario m¡nimo,44776,40264,4512,2654193,1794408,859785,0,0,0
1423,2009,Sonora,Menos de 1 s.m.,461027,399478,61549,2654193,1794408,859785,0,0,0
1424,2009,Sonora,M s de 1 hasta 2 s.m.,21717,17207,4510,2654193,1794408,859785,0,0,0
1425,2009,Sonora,M s de 10 s.m.,714750,339895,374855,2654193,1794408,859785,0,0,0
1426,2009,Sonora,M s de 2 hasta 3 s.m.,376928,366356,10572,2654193,1794408,859785,0,0,0
1427,2009,Sonora,M s de 3 hasta 5 s.m.,780426,429441,350985,2654193,1794408,859785,0,0,0
1428,2009,Sonora,M s de 5 hasta 10 s.m.,96345,72734,23611,2654193,1794408,859785,0,0,0
1429,2009,Sonora,No especificado,53858,31349,22509,2654193,1794408,859785,0,0,0
1430,2009,Sonora,No recibe ingresos,104366,97684,6682,2654193,1794408,859785,0,0,0
1431,2009,Tabasco,1 salario m¡nimo,149651,127993,21658,2087206,1611146,476060,0,0,0
1432,2009,Tabasco,Menos de 1 s.m.,612884,583473,29411,2087206,1611146,476060,0,0,0
1433,2009,Tabasco,M s de 1 hasta 2 s.m.,19452,12027,7425,2087206,1611146,476060,0,0,0
1434,2009,Tabasco,M s de 10 s.m.,572239,275788,296451,2087206,1611146,476060,0,0,0
1435,2009,Tabasco,M s de 2 hasta 3 s.m.,260638,253780,6858,2087206,1611146,476060,0,0,0
1436,2009,Tabasco,M s de 3 hasta 5 s.m.,233150,148232,84918,2087206,1611146,476060,0,0,0
